id_fix,id_ave,especie,nombre_comun,sexo,timestamp,fecha_hora_local,lon,lat,x_utm,y_utm,hdop,n_sat,bateria_v
38802,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T00:02:24Z,2020-02-01 01:02:24,-6.215,36.941398,748015.7,4091995.8,4.2,7,3.7
38803,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T02:00:08Z,2020-02-01 03:00:08,-6.213929,36.939119,748118.5,4091745.6,1.4,9,3.73
38804,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T04:01:16Z,2020-02-01 05:01:16,-6.215867,36.940389,747941.8,4091881.6,2.2,12,3.74
38805,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T06:01:15Z,2020-02-01 07:01:15,-6.213,36.942397,748190.6,4092111.8,2.8,5,3.77
38806,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T08:00:22Z,2020-02-01 09:00:22,-6.214048,36.939547,748106.6,4091792.9,1.8,8,3.95
38807,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T10:02:11Z,2020-02-01 11:02:11,-6.213272,36.940708,748171.9,4091923.7,1.6,7,4.13
38808,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T14:02:15Z,2020-02-01 15:02:15,-6.213797,36.941159,748123.7,4091972.4,2.0,9,4.08
38809,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T16:02:28Z,2020-02-01 17:02:28,-6.212208,36.941586,748263.8,4092023.9,1.6,7,4.0
38810,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T18:01:57Z,2020-02-01 19:01:57,-6.212834,36.943527,748201.8,4092237.7,1.7,12,3.85
38811,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T20:01:46Z,2020-02-01 21:01:46,-6.240307,37.011373,745536.4,4099695.2,1.6,12,3.74
38812,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-01T22:01:39Z,2020-02-01 23:01:39,-6.240871,37.00845,745495.6,4099369.3,2.2,6,3.8
38813,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T00:00:22Z,2020-02-02 01:00:22,-6.23725,37.009106,745815.8,4099451.5,1.3,7,3.8
38814,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T02:01:44Z,2020-02-02 03:01:44,-6.238269,37.010564,745720.4,4099610.6,1.1,5,3.78
38815,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T04:01:10Z,2020-02-02 05:01:10,-6.241767,37.008718,745415.0,4099396.8,2.5,11,3.74
38816,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T06:00:59Z,2020-02-02 07:00:59,-6.23898,37.01079,745656.4,4099633.9,1.8,8,3.86
38817,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T08:02:25Z,2020-02-02 09:02:25,-6.239417,37.009668,745621.1,4099508.3,1.7,8,4.0
38818,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T10:01:45Z,2020-02-02 11:01:45,-6.240234,37.011717,745541.8,4099733.5,2.0,12,4.11
38819,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T12:00:18Z,2020-02-02 13:00:18,-6.242536,37.00961,745343.7,4099493.8,0.9,12,4.13
38820,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T16:02:06Z,2020-02-02 17:02:06,-6.241041,37.008617,745480.0,4099387.5,2.5,7,4.05
38821,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T18:01:35Z,2020-02-02 19:01:35,-6.242286,37.008432,745369.8,4099363.7,3.1,5,3.84
38822,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T20:02:00Z,2020-02-02 21:02:00,-6.24291,37.007549,745317.1,4099264.2,1.6,8,3.74
38823,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-02T22:00:48Z,2020-02-02 23:00:48,-6.239298,37.007345,745639.2,4099250.9,1.8,7,3.73
38824,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T00:00:55Z,2020-02-03 01:00:55,-6.240328,37.008887,745542.6,4099419.2,1.7,9,3.79
38825,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T02:01:44Z,2020-02-03 03:01:44,-6.241887,37.007253,745409.1,4099234.0,2.1,12,3.73
38826,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T04:00:10Z,2020-02-03 05:00:10,-6.243226,37.007818,745288.0,4099293.2,1.4,7,3.74
38827,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T06:01:50Z,2020-02-03 07:01:50,-6.243526,37.006816,745264.6,4099181.2,1.0,11,3.84
38828,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T08:01:40Z,2020-02-03 09:01:40,-6.239772,37.008132,745594.5,4099337.0,1.3,5,3.97
38829,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T10:01:33Z,2020-02-03 11:01:33,-6.239714,37.008263,745599.2,4099351.6,1.4,8,4.04
38830,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T12:00:23Z,2020-02-03 13:00:23,-6.241971,37.006748,745403.2,4099177.6,1.4,7,4.1
38831,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T14:01:41Z,2020-02-03 15:01:41,-6.239466,37.008699,745619.9,4099400.6,1.8,12,4.13
38832,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T16:01:33Z,2020-02-03 17:01:33,-6.238976,37.006541,745670.4,4099162.4,2.8,7,3.95
38833,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T18:01:46Z,2020-02-03 19:01:46,-6.239113,37.007083,745656.5,4099222.2,1.7,7,3.76
38834,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T20:02:03Z,2020-02-03 21:02:03,-6.238903,37.005965,745678.8,4099098.7,1.7,10,3.75
38835,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-03T22:00:26Z,2020-02-03 23:00:26,-6.241994,37.006854,745400.8,4099189.4,2.8,9,3.77
38836,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T00:01:34Z,2020-02-04 01:01:34,-6.240896,37.006336,745500.2,4099134.7,2.2,11,3.74
38837,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T02:01:30Z,2020-02-04 03:01:30,-6.237606,37.004695,745798.3,4098961.1,1.4,9,3.72
38838,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T04:01:48Z,2020-02-04 05:01:48,-6.239081,37.007226,745658.9,4099238.1,2.9,6,3.65
38839,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T06:00:32Z,2020-02-04 07:00:32,-6.238293,37.006031,745732.8,4099107.6,1.7,11,3.81
38840,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T08:00:31Z,2020-02-04 09:00:31,-6.238341,37.005953,745728.8,4099098.8,2.7,11,3.95
38841,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T10:02:03Z,2020-02-04 11:02:03,-6.228638,36.940905,746802.6,4091905.6,1.4,7,4.14
38842,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T12:00:14Z,2020-02-04 13:00:14,-6.227957,36.941899,746860.0,4092017.7,1.6,10,4.08
38843,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T16:01:51Z,2020-02-04 17:01:51,-6.321223,36.907391,738660.3,4087950.8,1.8,9,3.92
38844,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T18:00:46Z,2020-02-04 19:00:46,-6.322892,36.907113,738512.4,4087915.8,2.4,9,3.85
38845,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T20:02:27Z,2020-02-04 21:02:27,-6.322577,36.908729,738535.4,4088095.9,2.8,12,3.71
38846,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-04T22:00:11Z,2020-02-04 23:00:11,-6.324077,36.907351,738406.1,4087939.3,1.4,8,3.81
38847,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T00:01:39Z,2020-02-05 01:01:39,-6.357517,36.846548,735613.0,4081109.1,1.8,11,3.72
38848,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T02:00:14Z,2020-02-05 03:00:14,-6.356622,36.845895,735694.8,4081038.9,2.2,8,3.76
38849,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T04:02:14Z,2020-02-05 05:02:14,-6.359706,36.845974,735419.6,4081040.1,1.4,5,3.73
38850,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T06:00:52Z,2020-02-05 07:00:52,-6.357185,36.845151,735647.0,4080955.0,1.6,11,3.86
38851,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T08:01:51Z,2020-02-05 09:01:51,-6.355045,36.844082,735841.0,4080841.6,2.1,9,4.02
38852,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T10:00:24Z,2020-02-05 11:00:24,-6.357289,36.845762,735635.8,4081022.5,2.5,9,4.05
38853,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T12:01:49Z,2020-02-05 13:01:49,-6.357773,36.845324,735594.0,4080972.7,1.9,6,4.12
38854,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T14:01:53Z,2020-02-05 15:01:53,-6.356668,36.846125,735690.0,4081064.3,2.7,12,4.09
38855,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T16:01:15Z,2020-02-05 17:01:15,-6.355272,36.844629,735819.2,4080901.8,1.8,10,3.88
38856,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T18:00:42Z,2020-02-05 19:00:42,-6.355473,36.848049,735790.7,4081280.8,1.7,11,3.89
38857,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T20:01:57Z,2020-02-05 21:01:57,-6.358788,36.847261,735497.5,4081185.2,2.0,8,3.72
38858,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-05T22:00:43Z,2020-02-05 23:00:43,-6.355057,36.848643,735826.0,4081347.7,1.8,7,3.76
38859,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T00:00:58Z,2020-02-06 01:00:58,-6.355967,36.847951,735746.9,4081268.6,1.8,5,3.74
38860,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T02:00:13Z,2020-02-06 03:00:13,-6.316893,36.936603,738954.9,4091203.1,2.1,12,3.78
38861,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T04:00:49Z,2020-02-06 05:00:49,-6.317215,36.938469,738920.4,4091409.5,3.7,12,3.78
38862,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T06:01:40Z,2020-02-06 07:01:40,-6.31856,36.921243,738854.3,4089494.6,1.1,8,3.75
38863,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T08:01:21Z,2020-02-06 09:01:21,-6.405327,37.019313,730827.3,4100162.9,2.6,5,4.02
38864,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T10:02:15Z,2020-02-06 11:02:15,-6.404659,37.019311,730886.7,4100164.3,2.5,8,4.12
38865,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T12:00:17Z,2020-02-06 13:00:17,-6.40546,37.019954,730813.5,4100233.7,2.9,8,4.1
38866,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T14:02:20Z,2020-02-06 15:02:20,-6.403591,37.020117,730979.3,4100256.3,1.2,12,4.1
38867,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T16:02:09Z,2020-02-06 17:02:09,-6.404264,37.0196,730921.0,4100197.3,0.9,9,3.97
38868,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T18:01:06Z,2020-02-06 19:01:06,-6.403531,37.01832,730990.1,4100057.1,1.7,5,3.78
38869,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T20:00:58Z,2020-02-06 21:00:58,-6.405031,37.017348,730859.6,4099945.6,1.3,5,3.75
38870,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-06T22:01:34Z,2020-02-06 23:01:34,-6.403477,37.019001,730992.8,4100132.7,3.1,5,3.76
38871,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T00:01:05Z,2020-02-07 01:01:05,-6.404082,37.019763,730936.7,4100215.9,1.7,9,3.76
38872,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T02:00:55Z,2020-02-07 03:00:55,-6.406343,37.018783,730738.5,4100101.6,1.2,9,3.73
38873,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T04:01:24Z,2020-02-07 05:01:24,-6.404541,37.020276,730894.3,4100271.6,1.5,11,3.77
38874,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T06:01:46Z,2020-02-07 07:01:46,-6.404081,37.017333,730944.2,4099946.2,1.5,7,3.87
38875,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T08:00:18Z,2020-02-07 09:00:18,-6.405546,37.018554,730810.1,4100078.1,3.2,9,3.89
38876,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T10:00:31Z,2020-02-07 11:00:31,-6.405107,37.018678,730848.8,4100092.9,1.8,8,4.11
38877,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T12:01:26Z,2020-02-07 13:01:26,-6.407173,37.01729,730669.2,4099933.9,1.3,10,4.1
38878,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T14:02:02Z,2020-02-07 15:02:02,-6.409254,37.019874,730476.1,4100215.6,2.4,7,4.12
38879,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T16:01:01Z,2020-02-07 17:01:01,-6.407421,37.028216,730614.0,4101145.7,3.3,12,3.97
38880,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T18:00:03Z,2020-02-07 19:00:03,-6.404414,37.025285,730890.4,4100827.8,1.7,8,3.81
38881,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T20:00:02Z,2020-02-07 21:00:02,-6.40705,37.025848,730654.2,4100883.9,2.0,5,3.75
38882,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-07T22:02:01Z,2020-02-07 23:02:01,-6.40932,37.02625,730451.1,4100923.0,2.6,5,3.76
38883,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T00:00:39Z,2020-02-08 01:00:39,-6.40867,37.02575,730510.4,4100869.1,1.0,8,3.77
38884,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T02:02:23Z,2020-02-08 03:02:23,-6.408266,37.025147,730548.1,4100803.1,1.1,11,3.74
38885,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T04:01:48Z,2020-02-08 05:01:48,-6.407172,37.027414,730638.6,4101057.4,1.8,6,3.71
38886,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T06:00:01Z,2020-02-08 07:00:01,-6.407232,37.025371,730639.5,4100830.5,1.8,7,3.77
38887,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T08:01:54Z,2020-02-08 09:01:54,-6.407973,37.029196,730562.0,4101253.1,1.9,7,3.97
38888,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T10:00:47Z,2020-02-08 11:00:47,-6.410255,37.025695,730369.5,4100859.1,2.1,7,4.04
38889,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T12:00:28Z,2020-02-08 13:00:28,-6.407797,37.027887,730581.6,4101108.3,2.1,5,4.17
38890,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T14:00:37Z,2020-02-08 15:00:37,-6.408108,37.028127,730553.2,4101134.2,1.3,7,4.07
38891,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T16:00:12Z,2020-02-08 17:00:12,-6.406064,37.026135,730741.1,4100918.2,1.8,8,3.95
38892,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T18:02:05Z,2020-02-08 19:02:05,-6.406468,37.025929,730705.7,4100894.3,1.7,9,3.78
38893,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T20:01:10Z,2020-02-08 21:01:10,-6.40818,37.027831,730547.7,4101101.1,1.2,7,3.75
38894,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-08T22:00:49Z,2020-02-08 23:00:49,-6.407538,37.028516,730602.7,4101178.8,1.9,9,3.75
38895,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T00:01:47Z,2020-02-09 01:01:47,-6.411715,37.02747,730234.3,4101052.6,2.3,12,3.77
38896,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T02:02:05Z,2020-02-09 03:02:05,-6.407419,37.027088,730617.6,4101020.6,2.5,7,3.74
38897,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T04:01:42Z,2020-02-09 05:01:42,-6.408557,37.027356,730515.6,4101047.6,0.9,5,3.74
38898,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T06:00:01Z,2020-02-09 07:00:01,-6.40799,37.026227,730569.4,4100923.6,1.5,6,3.86
38899,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T08:00:02Z,2020-02-09 09:00:02,-6.400121,37.064479,731153.5,4105187.4,1.3,5,3.94
38900,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T10:00:12Z,2020-02-09 11:00:12,-6.398398,37.065062,731304.9,4105256.3,1.5,5,4.14
38901,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T12:00:05Z,2020-02-09 13:00:05,-6.400487,37.066923,731113.5,4105457.7,2.5,12,4.16
38902,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T14:01:21Z,2020-02-09 15:01:21,-6.401713,37.021835,731141.2,4100451.5,0.8,10,4.09
38903,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T16:02:16Z,2020-02-09 17:02:16,-6.401483,37.021164,731163.7,4100377.6,2.8,7,3.99
38904,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T18:02:25Z,2020-02-09 19:02:25,-6.416169,37.06963,729710.8,4105720.1,1.9,10,3.79
38905,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T20:00:09Z,2020-02-09 21:00:09,-6.419408,37.070906,729418.9,4105853.8,1.4,12,3.75
38906,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-09T22:00:52Z,2020-02-09 23:00:52,-6.416128,37.069431,729715.1,4105698.1,1.1,7,3.71
38907,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T00:01:44Z,2020-02-10 01:01:44,-6.418356,37.07115,729511.7,4105883.5,1.2,10,3.75
38908,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T02:02:01Z,2020-02-10 03:02:01,-6.419558,37.069407,729410.1,4105687.2,1.3,10,3.77
38909,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T04:01:30Z,2020-02-10 05:01:30,-6.417899,37.069637,729557.0,4105716.7,1.7,6,3.76
38910,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T06:00:37Z,2020-02-10 07:00:37,-6.416775,37.070587,729654.0,4105824.8,1.9,6,3.9
38911,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T08:02:08Z,2020-02-10 09:02:08,-6.41843,37.071682,729503.6,4105942.3,2.3,11,3.87
38912,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T10:00:32Z,2020-02-10 11:00:32,-6.416434,37.069906,729686.4,4105750.1,1.7,5,4.07
38913,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T12:00:05Z,2020-02-10 13:00:05,-6.209575,37.001681,748302.9,4098699.5,1.2,6,4.13
38914,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T14:00:43Z,2020-02-10 15:00:43,-6.208919,37.000758,748364.3,4098598.7,1.6,12,4.04
38915,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T16:01:57Z,2020-02-10 17:01:57,-6.20958,37.000617,748305.9,4098581.4,1.9,9,4.01
38916,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T18:02:01Z,2020-02-10 19:02:01,-6.437483,37.076356,727795.4,4106415.1,1.6,8,3.84
38917,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T20:00:03Z,2020-02-10 21:00:03,-6.436274,37.075708,727904.9,4106346.1,1.5,11,3.74
38918,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-10T22:01:02Z,2020-02-10 23:01:02,-6.434924,37.074993,728027.0,4106270.0,2.6,12,3.78
38919,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T00:00:03Z,2020-02-11 01:00:03,-6.436163,37.075014,727916.8,4106269.3,2.2,7,3.8
38920,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T02:01:26Z,2020-02-11 03:01:26,-6.435476,37.074593,727979.2,4106224.3,1.9,8,3.74
38921,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T04:01:13Z,2020-02-11 05:01:13,-6.437852,37.074844,727767.1,4106246.4,1.7,12,3.78
38922,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T06:02:12Z,2020-02-11 07:02:12,-6.433856,36.996028,728358.5,4097510.2,2.7,9,3.85
38923,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T08:02:22Z,2020-02-11 09:02:22,-6.437689,36.994455,728022.1,4097326.5,1.5,8,3.94
38924,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T10:01:26Z,2020-02-11 11:01:26,-6.436262,36.99435,728149.4,4097318.3,1.2,12,4.0
38925,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T12:01:42Z,2020-02-11 13:01:42,-6.433534,36.994761,728391.0,4097370.4,2.1,9,4.1
38926,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T14:02:07Z,2020-02-11 15:02:07,-6.436148,36.995787,728155.3,4097478.0,2.0,12,4.13
38927,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T16:00:10Z,2020-02-11 17:00:10,-6.437622,36.995535,728024.8,4097446.5,1.4,11,3.95
38928,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T18:00:34Z,2020-02-11 19:00:34,-6.43593,36.9974,728169.8,4097657.5,2.5,8,3.88
38929,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T20:01:16Z,2020-02-11 21:01:16,-6.433661,36.995405,728377.7,4097441.5,2.8,10,3.74
38930,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-11T22:01:13Z,2020-02-11 23:01:13,-6.434155,36.996213,728331.4,4097530.0,1.5,6,3.76
38931,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T00:00:27Z,2020-02-12 01:00:27,-6.435623,36.993056,728210.1,4097176.2,1.2,9,3.8
38932,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T02:00:57Z,2020-02-12 03:00:57,-6.43635,36.993833,728143.1,4097260.7,1.6,10,3.76
38933,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T04:02:29Z,2020-02-12 05:02:29,-6.437004,36.993954,728084.5,4097272.5,1.3,5,3.76
38934,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T06:01:40Z,2020-02-12 07:01:40,-6.433402,36.992692,728408.9,4097141.1,1.9,12,3.86
38935,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T08:01:59Z,2020-02-12 09:01:59,-6.436156,36.993326,728161.9,4097204.8,2.2,7,3.98
38936,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T10:02:03Z,2020-02-12 11:02:03,-6.437877,36.996354,727999.7,4097536.8,1.8,10,4.11
38937,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T12:00:01Z,2020-02-12 13:00:01,-6.435208,36.995681,728239.2,4097468.5,2.0,7,4.08
38938,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T14:01:21Z,2020-02-12 15:01:21,-6.43814,36.993455,727984.9,4097214.5,1.6,9,4.07
38939,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T16:00:28Z,2020-02-12 17:00:28,-6.439117,36.995064,727893.1,4097390.7,2.7,10,3.98
38940,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T18:01:45Z,2020-02-12 19:01:45,-6.437732,36.993768,728020.3,4097250.2,1.8,11,3.85
38941,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T20:00:32Z,2020-02-12 21:00:32,-6.436656,36.996141,728108.9,4097516.0,1.7,8,3.72
38942,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-12T22:01:13Z,2020-02-12 23:01:13,-6.411872,37.041477,730178.0,4102606.5,1.5,7,3.74
38943,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T00:01:17Z,2020-02-13 01:01:17,-6.409421,37.04101,730397.4,4102560.5,1.5,10,3.71
38944,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T02:00:54Z,2020-02-13 03:00:54,-6.309564,36.977926,739478.2,4095807.1,2.3,8,3.72
38945,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T04:00:47Z,2020-02-13 05:00:47,-6.308373,36.977322,739586.0,4095743.0,2.1,11,3.66
38946,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T06:01:07Z,2020-02-13 07:01:07,-6.307437,36.978182,739666.7,4095840.8,3.8,12,3.77
38947,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T08:02:17Z,2020-02-13 09:02:17,-6.306354,36.977143,739766.4,4095728.3,1.2,10,3.96
38948,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T10:00:35Z,2020-02-13 11:00:35,-6.306735,36.97735,739731.8,4095750.3,1.3,7,4.06
38949,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T12:00:15Z,2020-02-13 13:00:15,-6.308974,36.977217,739532.9,4095729.9,1.1,5,4.12
38950,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T14:01:49Z,2020-02-13 15:01:49,-6.308462,36.976869,739579.6,4095692.6,1.3,7,4.08
38951,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T16:00:58Z,2020-02-13 17:00:58,-6.309354,36.975839,739503.4,4095576.0,2.0,12,4.01
38952,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T18:01:53Z,2020-02-13 19:01:53,-6.307235,36.977546,739686.7,4095770.8,1.0,8,3.8
38953,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T20:01:47Z,2020-02-13 21:01:47,-6.226737,36.937954,746981.4,4091583.1,3.2,10,3.78
38954,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-13T22:01:26Z,2020-02-13 23:01:26,-6.313418,36.963573,739179.9,4094204.7,1.6,10,3.75
38955,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-14T00:02:04Z,2020-02-14 01:02:04,-6.317162,36.963438,738847.0,4094180.3,1.6,8,3.77
38956,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-14T02:02:10Z,2020-02-14 03:02:10,-6.315705,36.965918,738969.0,4094459.2,2.6,6,3.78
38957,FLA03,Phoenicopterus roseus,Flamenco común,H,2020-02-14T04:02:02Z,2020-02-14 05:02:02,-6.415044,37.075751,729792.3,4106402.0,4.1,6,3.8
